GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0007029,endoplasmic reticulum organization,3,0,0.4,1.00000,1
GO:0007031,peroxisome organization,11,0,1.48,1.00000,1
GO:0007033,vacuole organization,9,0,1.21,1.00000,1
GO:0007034,vacuolar transport,12,0,1.61,1.00000,1
GO:0007051,spindle organization,12,0,1.61,1.00000,1
GO:0007052,mitotic spindle organization,4,0,0.54,1.00000,1
GO:0007059,chromosome segregation,15,0,2.02,1.00000,1
GO:0007076,mitotic chromosome condensation,4,0,0.54,1.00000,1
GO:0007088,regulation of mitotic nuclear division,3,0,0.4,1.00000,1
GO:0007091,metaphase/anaphase transition of mitotic...,5,0,0.67,1.00000,1
GO:0007093,mitotic cell cycle checkpoint signaling,5,0,0.67,1.00000,1
GO:0007094,mitotic spindle assembly checkpoint sign...,3,0,0.4,1.00000,1
GO:0007346,regulation of mitotic cell cycle,7,0,0.94,1.00000,1
GO:0008219,cell death,3,0,0.4,1.00000,1
GO:0008283,cell population proliferation,8,0,1.07,1.00000,1
GO:0008380,RNA splicing,31,0,4.17,1.00000,1
GO:0008614,pyridoxine metabolic process,3,0,0.4,1.00000,1
GO:0008615,pyridoxine biosynthetic process,3,0,0.4,1.00000,1
GO:0008616,queuosine biosynthetic process,3,0,0.4,1.00000,1
GO:0008643,carbohydrate transport,7,0,0.94,1.00000,1
GO:0009062,fatty acid catabolic process,3,0,0.4,1.00000,1
GO:0009081,branched-chain amino acid metabolic proc...,17,0,2.28,1.00000,1
GO:0009082,branched-chain amino acid biosynthetic p...,14,0,1.88,1.00000,1
GO:0009085,lysine biosynthetic process,9,0,1.21,1.00000,1
GO:0009089,lysine biosynthetic process via diaminop...,9,0,1.21,1.00000,1
GO:0009097,isoleucine biosynthetic process,3,0,0.4,1.00000,1
GO:0009098,leucine biosynthetic process,3,0,0.4,1.00000,1
GO:0009106,lipoate metabolic process,6,0,0.81,1.00000,1
GO:0009107,lipoate biosynthetic process,6,0,0.81,1.00000,1
GO:0009147,pyrimidine nucleoside triphosphate metab...,5,0,0.67,1.00000,1
GO:0009148,pyrimidine nucleoside triphosphate biosy...,5,0,0.67,1.00000,1
GO:0009186,deoxyribonucleoside diphosphate metaboli...,3,0,0.4,1.00000,1
GO:0009208,pyrimidine ribonucleoside triphosphate m...,5,0,0.67,1.00000,1
GO:0009209,pyrimidine ribonucleoside triphosphate b...,5,0,0.67,1.00000,1
GO:0009218,pyrimidine ribonucleotide metabolic proc...,6,0,0.81,1.00000,1
GO:0009220,pyrimidine ribonucleotide biosynthetic p...,6,0,0.81,1.00000,1
GO:0009228,thiamine biosynthetic process,3,0,0.4,1.00000,1
GO:0009240,isopentenyl diphosphate biosynthetic pro...,3,0,0.4,1.00000,1
GO:0009245,lipid A biosynthetic process,3,0,0.4,1.00000,1
GO:0009247,glycolipid biosynthetic process,16,0,2.15,1.00000,1
GO:0009262,deoxyribonucleotide metabolic process,3,0,0.4,1.00000,1
GO:0009266,response to temperature stimulus,6,0,0.81,1.00000,1
GO:0009408,response to heat,5,0,0.67,1.00000,1
GO:0009432,SOS response,4,0,0.54,1.00000,1
GO:0009451,RNA modification,44,0,5.91,1.00000,1
GO:0009452,7-methylguanosine RNA capping,4,0,0.54,1.00000,1
GO:0009606,tropism,3,0,0.4,1.00000,1
GO:0009611,response to wounding,9,0,1.21,1.00000,1
GO:0009617,response to bacterium,6,0,0.81,1.00000,1
GO:0009620,response to fungus,3,0,0.4,1.00000,1
GO:0009636,response to toxic substance,5,0,0.67,1.00000,1
GO:0009690,cytokinin metabolic process,4,0,0.54,1.00000,1
GO:0009698,phenylpropanoid metabolic process,8,0,1.07,1.00000,1
GO:0009723,response to ethylene,5,0,0.67,1.00000,1
GO:0009741,response to brassinosteroid,3,0,0.4,1.00000,1
GO:0009742,brassinosteroid mediated signaling pathw...,3,0,0.4,1.00000,1
GO:0009755,hormone-mediated signaling pathway,10,0,1.34,1.00000,1
GO:0009808,lignin metabolic process,8,0,1.07,1.00000,1
GO:0009873,ethylene-activated signaling pathway,5,0,0.67,1.00000,1
GO:0009890,negative regulation of biosynthetic proc...,7,0,0.94,1.00000,1
GO:0009892,negative regulation of metabolic process,31,0,4.17,1.00000,1
GO:0009894,regulation of catabolic process,5,0,0.67,1.00000,1
GO:0010256,endomembrane system organization,5,0,0.67,1.00000,1
GO:0010498,proteasomal protein catabolic process,5,0,0.67,1.00000,1
GO:0010558,negative regulation of macromolecule bio...,7,0,0.94,1.00000,1
GO:0010562,positive regulation of phosphorus metabo...,4,0,0.54,1.00000,1
GO:0010564,regulation of cell cycle process,18,0,2.42,1.00000,1
GO:0010605,negative regulation of macromolecule met...,29,0,3.9,1.00000,1
GO:0010608,post-transcriptional regulation of gene ...,11,0,1.48,1.00000,1
GO:0010628,positive regulation of gene expression,5,0,0.67,1.00000,1
GO:0010629,negative regulation of gene expression,21,0,2.82,1.00000,1
GO:0010817,regulation of hormone levels,5,0,0.67,1.00000,1
GO:0010948,negative regulation of cell cycle proces...,9,0,1.21,1.00000,1
GO:0010965,regulation of mitotic sister chromatid s...,5,0,0.67,1.00000,1
GO:0012501,programmed cell death,3,0,0.4,1.00000,1
GO:0014070,response to organic cyclic compound,3,0,0.4,1.00000,1
GO:0015693,magnesium ion transport,9,0,1.21,1.00000,1
GO:0015711,organic anion transport,8,0,1.07,1.00000,1
GO:0015718,monocarboxylic acid transport,3,0,0.4,1.00000,1
GO:0015740,C4-dicarboxylate transport,5,0,0.67,1.00000,1
GO:0015743,malate transport,5,0,0.67,1.00000,1
GO:0015766,disaccharide transport,3,0,0.4,1.00000,1
GO:0015770,sucrose transport,3,0,0.4,1.00000,1
GO:0015772,oligosaccharide transport,3,0,0.4,1.00000,1
GO:0015919,peroxisomal membrane transport,3,0,0.4,1.00000,1
GO:0015931,nucleobase-containing compound transport,3,0,0.4,1.00000,1
GO:0015937,coenzyme A biosynthetic process,3,0,0.4,1.00000,1
GO:0015969,guanosine tetraphosphate metabolic proce...,4,0,0.54,1.00000,1
GO:0016032,viral process,6,0,0.81,1.00000,1
GO:0016050,vesicle organization,4,0,0.54,1.00000,1
GO:0016071,mRNA metabolic process,72,0,9.67,1.00000,1
GO:0016108,tetraterpenoid metabolic process,7,0,0.94,1.00000,1
GO:0016109,tetraterpenoid biosynthetic process,7,0,0.94,1.00000,1
GO:0016116,carotenoid metabolic process,7,0,0.94,1.00000,1
GO:0016117,carotenoid biosynthetic process,7,0,0.94,1.00000,1
GO:0016197,endosomal transport,5,0,0.67,1.00000,1
GO:0016226,iron-sulfur cluster assembly,17,0,2.28,1.00000,1
GO:0016236,macroautophagy,6,0,0.81,1.00000,1
GO:0016255,attachment of GPI anchor to protein,3,0,0.4,1.00000,1
GO:0016482,cytosolic transport,5,0,0.67,1.00000,1
GO:0016558,protein import into peroxisome matrix,3,0,0.4,1.00000,1
GO:0016559,peroxisome fission,4,0,0.54,1.00000,1
GO:0016573,histone acetylation,6,0,0.81,1.00000,1
GO:0016575,histone deacetylation,4,0,0.54,1.00000,1
GO:0016579,protein deubiquitination,8,0,1.07,1.00000,1
GO:0016925,protein sumoylation,3,0,0.4,1.00000,1
GO:0017004,cytochrome complex assembly,4,0,0.54,1.00000,1
GO:0017038,protein import,17,0,2.28,1.00000,1
GO:0018342,protein prenylation,4,0,0.54,1.00000,1
GO:0018393,internal peptidyl-lysine acetylation,6,0,0.81,1.00000,1
GO:0018394,peptidyl-lysine acetylation,6,0,0.81,1.00000,1
GO:0019080,viral gene expression,3,0,0.4,1.00000,1
GO:0019083,viral transcription,3,0,0.4,1.00000,1
GO:0019236,response to pheromone,4,0,0.54,1.00000,1
GO:0019319,hexose biosynthetic process,4,0,0.54,1.00000,1
GO:0019321,pentose metabolic process,10,0,1.34,1.00000,1
GO:0019430,removal of superoxide radicals,4,0,0.54,1.00000,1
GO:0019478,D-amino acid catabolic process,3,0,0.4,1.00000,1
GO:0019509,L-methionine salvage from methylthioaden...,3,0,0.4,1.00000,1
GO:0019720,Mo-molybdopterin cofactor metabolic proc...,4,0,0.54,1.00000,1
GO:0022406,membrane docking,7,0,0.94,1.00000,1
GO:0022618,ribonucleoprotein complex assembly,6,0,0.81,1.00000,1
GO:0022904,respiratory electron transport chain,3,0,0.4,1.00000,1
GO:0030003,cellular cation homeostasis,3,0,0.4,1.00000,1
GO:0030071,regulation of mitotic metaphase/anaphase...,5,0,0.67,1.00000,1
GO:0030091,protein repair,8,0,1.07,1.00000,1
GO:0030150,protein import into mitochondrial matrix,3,0,0.4,1.00000,1
GO:0030259,lipid glycosylation,4,0,0.54,1.00000,1
GO:0030261,chromosome condensation,4,0,0.54,1.00000,1
GO:0031047,gene silencing by RNA,10,0,1.34,1.00000,1
GO:0031123,RNA 3'-end processing,10,0,1.34,1.00000,1
GO:0031124,mRNA 3'-end processing,9,0,1.21,1.00000,1
GO:0031163,metallo-sulfur cluster assembly,17,0,2.28,1.00000,1
GO:0031167,rRNA methylation,5,0,0.67,1.00000,1
GO:0031204,post-translational protein targeting to ...,4,0,0.54,1.00000,1
GO:0031324,negative regulation of cellular metaboli...,11,0,1.48,1.00000,1
GO:0031327,negative regulation of cellular biosynth...,7,0,0.94,1.00000,1
GO:0031347,regulation of defense response,8,0,1.07,1.00000,1
GO:0031401,positive regulation of protein modificat...,4,0,0.54,1.00000,1
GO:0031570,DNA integrity checkpoint signaling,5,0,0.67,1.00000,1
GO:0031577,spindle checkpoint signaling,3,0,0.4,1.00000,1
GO:0032147,activation of protein kinase activity,4,0,0.54,1.00000,1
GO:0032200,telomere organization,5,0,0.67,1.00000,1
GO:0032270,positive regulation of cellular protein ...,9,0,1.21,1.00000,1
GO:0032506,cytokinetic process,6,0,0.81,1.00000,1
GO:0032507,maintenance of protein location in cell,7,0,0.94,1.00000,1
GO:0032784,regulation of DNA-templated transcriptio...,5,0,0.67,1.00000,1
GO:0032870,cellular response to hormone stimulus,10,0,1.34,1.00000,1
GO:0032886,regulation of microtubule-based process,4,0,0.54,1.00000,1
GO:0032940,secretion by cell,27,0,3.63,1.00000,1
GO:0033015,tetrapyrrole catabolic process,3,0,0.4,1.00000,1
GO:0033044,regulation of chromosome organization,5,0,0.67,1.00000,1
GO:0033045,regulation of sister chromatid segregati...,5,0,0.67,1.00000,1
GO:0033046,negative regulation of sister chromatid ...,3,0,0.4,1.00000,1
GO:0033047,regulation of mitotic sister chromatid s...,3,0,0.4,1.00000,1
GO:0033048,negative regulation of mitotic sister ch...,3,0,0.4,1.00000,1
GO:0033365,protein localization to organelle,47,0,6.32,1.00000,1
GO:0033500,carbohydrate homeostasis,6,0,0.81,1.00000,1
GO:0033674,positive regulation of kinase activity,4,0,0.54,1.00000,1
GO:0033866,nucleoside bisphosphate biosynthetic pro...,12,0,1.61,1.00000,1
GO:0033993,response to lipid,5,0,0.67,1.00000,1
GO:0034030,ribonucleoside bisphosphate biosynthetic...,12,0,1.61,1.00000,1
GO:0034033,purine nucleoside bisphosphate biosynthe...,12,0,1.61,1.00000,1
GO:0034035,purine ribonucleoside bisphosphate metab...,4,0,0.54,1.00000,1
GO:0034227,tRNA thio-modification,3,0,0.4,1.00000,1
GO:0034248,regulation of cellular amide metabolic p...,9,0,1.21,1.00000,1
GO:0034250,positive regulation of cellular amide me...,5,0,0.67,1.00000,1
GO:0034308,primary alcohol metabolic process,5,0,0.67,1.00000,1
GO:0034309,primary alcohol biosynthetic process,3,0,0.4,1.00000,1
GO:0034314,Arp2/3 complex-mediated actin nucleation,6,0,0.81,1.00000,1
GO:0034504,protein localization to nucleus,6,0,0.81,1.00000,1
GO:0034508,centromere complex assembly,3,0,0.4,1.00000,1
GO:0034599,cellular response to oxidative stress,5,0,0.67,1.00000,1
GO:0034614,cellular response to reactive oxygen spe...,4,0,0.54,1.00000,1
GO:0034655,nucleobase-containing compound catabolic...,20,0,2.69,1.00000,1
GO:0034754,cellular hormone metabolic process,4,0,0.54,1.00000,1
GO:0035383,thioester metabolic process,14,0,1.88,1.00000,1
GO:0035384,thioester biosynthetic process,9,0,1.21,1.00000,1
GO:0035437,maintenance of protein localization in e...,7,0,0.94,1.00000,1
GO:0035601,protein deacylation,4,0,0.54,1.00000,1
GO:0036260,RNA capping,4,0,0.54,1.00000,1
GO:0042026,protein refolding,19,0,2.55,1.00000,1
GO:0042147,retrograde transport, endosome to Golgi,5,0,0.67,1.00000,1
GO:0042157,lipoprotein metabolic process,15,0,2.02,1.00000,1
GO:0042158,lipoprotein biosynthetic process,15,0,2.02,1.00000,1
GO:0042168,heme metabolic process,5,0,0.67,1.00000,1
GO:0042176,regulation of protein catabolic process,3,0,0.4,1.00000,1
GO:0042180,cellular ketone metabolic process,10,0,1.34,1.00000,1
GO:0042181,ketone biosynthetic process,7,0,0.94,1.00000,1
GO:0042255,ribosome assembly,3,0,0.4,1.00000,1
GO:0042325,regulation of phosphorylation,13,0,1.75,1.00000,1
GO:0042327,positive regulation of phosphorylation,4,0,0.54,1.00000,1
GO:0042445,hormone metabolic process,4,0,0.54,1.00000,1
GO:0042593,glucose homeostasis,6,0,0.81,1.00000,1
GO:0042723,thiamine-containing compound metabolic p...,4,0,0.54,1.00000,1
GO:0042724,thiamine-containing compound biosyntheti...,4,0,0.54,1.00000,1
GO:0042742,defense response to bacterium,6,0,0.81,1.00000,1
GO:0042770,signal transduction in response to DNA d...,4,0,0.54,1.00000,1
GO:0043038,amino acid activation,47,0,6.32,1.00000,1
GO:0043039,tRNA aminoacylation,47,0,6.32,1.00000,1
GO:0043085,positive regulation of catalytic activit...,5,0,0.67,1.00000,1
GO:0043102,amino acid salvage,3,0,0.4,1.00000,1
GO:0043161,proteasome-mediated ubiquitin-dependent ...,5,0,0.67,1.00000,1
GO:0043207,response to external biotic stimulus,8,0,1.07,1.00000,1
GO:0043243,positive regulation of protein-containin...,5,0,0.67,1.00000,1
GO:0043401,steroid hormone mediated signaling pathw...,3,0,0.4,1.00000,1
GO:0043543,protein acylation,8,0,1.07,1.00000,1
GO:0043545,molybdopterin cofactor metabolic process,5,0,0.67,1.00000,1
GO:0043549,regulation of kinase activity,13,0,1.75,1.00000,1
GO:0043574,peroxisomal transport,5,0,0.67,1.00000,1
GO:0043631,RNA polyadenylation,10,0,1.34,1.00000,1
GO:0044093,positive regulation of molecular functio...,5,0,0.67,1.00000,1
GO:0044275,cellular carbohydrate catabolic process,3,0,0.4,1.00000,1
GO:0044403,biological process involved in symbiotic...,3,0,0.4,1.00000,1
GO:0044419,biological process involved in interspec...,10,0,1.34,1.00000,1
GO:0044728,DNA methylation or demethylation,6,0,0.81,1.00000,1
GO:0044743,protein transmembrane import into intrac...,7,0,0.94,1.00000,1
GO:0044770,cell cycle phase transition,11,0,1.48,1.00000,1
GO:0044772,mitotic cell cycle phase transition,6,0,0.81,1.00000,1
GO:0044784,metaphase/anaphase transition of cell cy...,5,0,0.67,1.00000,1
GO:0045010,actin nucleation,7,0,0.94,1.00000,1
GO:0045040,protein insertion into mitochondrial out...,3,0,0.4,1.00000,1
GO:0045047,protein targeting to ER,18,0,2.42,1.00000,1
GO:0045087,innate immune response,4,0,0.54,1.00000,1
GO:0045116,protein neddylation,3,0,0.4,1.00000,1
GO:0045185,maintenance of protein location,7,0,0.94,1.00000,1
GO:0045727,positive regulation of translation,5,0,0.67,1.00000,1
GO:0045786,negative regulation of cell cycle,9,0,1.21,1.00000,1
GO:0045839,negative regulation of mitotic nuclear d...,3,0,0.4,1.00000,1
GO:0045841,negative regulation of mitotic metaphase...,3,0,0.4,1.00000,1
GO:0045859,regulation of protein kinase activity,11,0,1.48,1.00000,1
GO:0045860,positive regulation of protein kinase ac...,4,0,0.54,1.00000,1
GO:0045892,negative regulation of transcription, DN...,6,0,0.81,1.00000,1
GO:0045901,positive regulation of translational elo...,5,0,0.67,1.00000,1
GO:0045905,positive regulation of translational ter...,5,0,0.67,1.00000,1
GO:0045930,negative regulation of mitotic cell cycl...,5,0,0.67,1.00000,1
GO:0045934,negative regulation of nucleobase-contai...,10,0,1.34,1.00000,1
GO:0045937,positive regulation of phosphate metabol...,4,0,0.54,1.00000,1
GO:0046036,CTP metabolic process,5,0,0.67,1.00000,1
GO:0046039,GTP metabolic process,5,0,0.67,1.00000,1
GO:0046051,UTP metabolic process,5,0,0.67,1.00000,1
GO:0046116,queuosine metabolic process,3,0,0.4,1.00000,1
GO:0046165,alcohol biosynthetic process,9,0,1.21,1.00000,1
GO:0046168,glycerol-3-phosphate catabolic process,4,0,0.54,1.00000,1
GO:0046173,polyol biosynthetic process,5,0,0.67,1.00000,1
GO:0046185,aldehyde catabolic process,3,0,0.4,1.00000,1
GO:0046271,phenylpropanoid catabolic process,8,0,1.07,1.00000,1
GO:0046274,lignin catabolic process,8,0,1.07,1.00000,1
GO:0046364,monosaccharide biosynthetic process,4,0,0.54,1.00000,1
GO:0046416,D-amino acid metabolic process,3,0,0.4,1.00000,1
GO:0046434,organophosphate catabolic process,5,0,0.67,1.00000,1
GO:0046451,diaminopimelate metabolic process,9,0,1.21,1.00000,1
GO:0046467,membrane lipid biosynthetic process,17,0,2.28,1.00000,1
GO:0046490,isopentenyl diphosphate metabolic proces...,3,0,0.4,1.00000,1
GO:0046493,lipid A metabolic process,3,0,0.4,1.00000,1
GO:0046835,carbohydrate phosphorylation,8,0,1.07,1.00000,1
GO:0046836,glycolipid transport,4,0,0.54,1.00000,1
GO:0046903,secretion,27,0,3.63,1.00000,1
GO:0046916,cellular transition metal ion homeostasi...,3,0,0.4,1.00000,1
GO:0046942,carboxylic acid transport,8,0,1.07,1.00000,1
GO:0048193,Golgi vesicle transport,31,0,4.17,1.00000,1
GO:0048199,vesicle targeting, to, from or within Go...,3,0,0.4,1.00000,1
GO:0048207,vesicle targeting, rough ER to cis-Golgi,3,0,0.4,1.00000,1
GO:0048208,COPII vesicle coating,3,0,0.4,1.00000,1
GO:0048278,vesicle docking,7,0,0.94,1.00000,1
GO:0048545,response to steroid hormone,3,0,0.4,1.00000,1
GO:0048584,positive regulation of response to stimu...,3,0,0.4,1.00000,1
GO:0048878,chemical homeostasis,16,0,2.15,1.00000,1
GO:0050801,ion homeostasis,10,0,1.34,1.00000,1
GO:0050832,defense response to fungus,3,0,0.4,1.00000,1
GO:0051052,regulation of DNA metabolic process,7,0,0.94,1.00000,1
GO:0051130,positive regulation of cellular componen...,5,0,0.67,1.00000,1
GO:0051170,import into nucleus,6,0,0.81,1.00000,1
GO:0051172,negative regulation of nitrogen compound...,11,0,1.48,1.00000,1
GO:0051189,prosthetic group metabolic process,5,0,0.67,1.00000,1
GO:0051204,protein insertion into mitochondrial mem...,4,0,0.54,1.00000,1
GO:0051205,protein insertion into membrane,11,0,1.48,1.00000,1
GO:0051225,spindle assembly,8,0,1.07,1.00000,1
GO:0051235,maintenance of location,7,0,0.94,1.00000,1
GO:0051247,positive regulation of protein metabolic...,9,0,1.21,1.00000,1
GO:0051253,negative regulation of RNA metabolic pro...,6,0,0.81,1.00000,1
GO:0051259,protein complex oligomerization,11,0,1.48,1.00000,1
GO:0051260,protein homooligomerization,9,0,1.21,1.00000,1
GO:0051304,chromosome separation,6,0,0.81,1.00000,1
GO:0051306,mitotic sister chromatid separation,5,0,0.67,1.00000,1
GO:0051321,meiotic cell cycle,4,0,0.54,1.00000,1
GO:0051338,regulation of transferase activity,13,0,1.75,1.00000,1
GO:0051347,positive regulation of transferase activ...,4,0,0.54,1.00000,1
GO:0051640,organelle localization,11,0,1.48,1.00000,1
GO:0051648,vesicle localization,3,0,0.4,1.00000,1
GO:0051650,establishment of vesicle localization,3,0,0.4,1.00000,1
GO:0051651,maintenance of location in cell,7,0,0.94,1.00000,1
GO:0051656,establishment of organelle localization,4,0,0.54,1.00000,1
GO:0051668,localization within membrane,32,0,4.3,1.00000,1
GO:0051707,response to other organism,8,0,1.07,1.00000,1
GO:0051726,regulation of cell cycle,27,0,3.63,1.00000,1
GO:0051783,regulation of nuclear division,3,0,0.4,1.00000,1
GO:0051784,negative regulation of nuclear division,3,0,0.4,1.00000,1
GO:0051983,regulation of chromosome segregation,5,0,0.67,1.00000,1
GO:0051985,negative regulation of chromosome segreg...,3,0,0.4,1.00000,1
GO:0052646,alditol phosphate metabolic process,6,0,0.81,1.00000,1
GO:0055065,metal ion homeostasis,3,0,0.4,1.00000,1
GO:0055067,monovalent inorganic cation homeostasis,4,0,0.54,1.00000,1
GO:0055072,iron ion homeostasis,3,0,0.4,1.00000,1
GO:0055076,transition metal ion homeostasis,3,0,0.4,1.00000,1
GO:0055080,cation homeostasis,7,0,0.94,1.00000,1
GO:0055082,cellular chemical homeostasis,12,0,1.61,1.00000,1
GO:0060236,regulation of mitotic spindle organizati...,4,0,0.54,1.00000,1
GO:0061024,membrane organization,17,0,2.28,1.00000,1
GO:0061025,membrane fusion,3,0,0.4,1.00000,1
GO:0061919,process utilizing autophagic mechanism,12,0,1.61,1.00000,1
GO:0062197,cellular response to chemical stress,5,0,0.67,1.00000,1
GO:0065002,intracellular protein transmembrane tran...,11,0,1.48,1.00000,1
GO:0070507,regulation of microtubule cytoskeleton o...,4,0,0.54,1.00000,1
GO:0070585,protein localization to mitochondrion,8,0,1.07,1.00000,1
GO:0070646,protein modification by small protein re...,8,0,1.07,1.00000,1
GO:0070887,cellular response to chemical stimulus,16,0,2.15,1.00000,1
GO:0070925,organelle assembly,19,0,2.55,1.00000,1
GO:0070972,protein localization to endoplasmic reti...,25,0,3.36,1.00000,1
GO:0071103,DNA conformation change,16,0,2.15,1.00000,1
GO:0071173,spindle assembly checkpoint signaling,3,0,0.4,1.00000,1
GO:0071174,mitotic spindle checkpoint signaling,3,0,0.4,1.00000,1
GO:0071265,L-methionine biosynthetic process,4,0,0.54,1.00000,1
GO:0071267,L-methionine salvage,3,0,0.4,1.00000,1
GO:0071310,cellular response to organic substance,10,0,1.34,1.00000,1
GO:0071367,cellular response to brassinosteroid sti...,3,0,0.4,1.00000,1
GO:0071369,cellular response to ethylene stimulus,5,0,0.67,1.00000,1
GO:0071383,cellular response to steroid hormone sti...,3,0,0.4,1.00000,1
GO:0071396,cellular response to lipid,5,0,0.67,1.00000,1
GO:0071407,cellular response to organic cyclic comp...,3,0,0.4,1.00000,1
GO:0071450,cellular response to oxygen radical,4,0,0.54,1.00000,1
GO:0071451,cellular response to superoxide,4,0,0.54,1.00000,1
GO:0071495,cellular response to endogenous stimulus,10,0,1.34,1.00000,1
GO:0071616,acyl-CoA biosynthetic process,9,0,1.21,1.00000,1
GO:0071805,potassium ion transmembrane transport,19,0,2.55,1.00000,1
GO:0071806,protein transmembrane transport,11,0,1.48,1.00000,1
GO:0071826,ribonucleoprotein complex subunit organi...,7,0,0.94,1.00000,1
GO:0071900,regulation of protein serine/threonine k...,7,0,0.94,1.00000,1
GO:0072329,monocarboxylic acid catabolic process,3,0,0.4,1.00000,1
GO:0072350,tricarboxylic acid metabolic process,5,0,0.67,1.00000,1
GO:0072593,reactive oxygen species metabolic proces...,13,0,1.75,1.00000,1
GO:0072594,establishment of protein localization to...,38,0,5.11,1.00000,1
GO:0072595,maintenance of protein localization in o...,7,0,0.94,1.00000,1
GO:0072599,establishment of protein localization to...,18,0,2.42,1.00000,1
GO:0072655,establishment of protein localization to...,8,0,1.07,1.00000,1
GO:0072657,protein localization to membrane,30,0,4.03,1.00000,1
GO:0072662,protein localization to peroxisome,5,0,0.67,1.00000,1
GO:0072663,establishment of protein localization to...,5,0,0.67,1.00000,1
GO:0080134,regulation of response to stress,10,0,1.34,1.00000,1
GO:0090114,COPII-coated vesicle budding,3,0,0.4,1.00000,1
GO:0090150,establishment of protein localization to...,30,0,4.03,1.00000,1
GO:0090151,establishment of protein localization to...,4,0,0.54,1.00000,1
GO:0090224,regulation of spindle organization,4,0,0.54,1.00000,1
GO:0090305,nucleic acid phosphodiester bond hydroly...,3,0,0.4,1.00000,1
GO:0090501,RNA phosphodiester bond hydrolysis,3,0,0.4,1.00000,1
GO:0090529,cell septum assembly,6,0,0.81,1.00000,1
GO:0097237,cellular response to toxic substance,5,0,0.67,1.00000,1
GO:0097354,prenylation,4,0,0.54,1.00000,1
GO:0098542,defense response to other organism,8,0,1.07,1.00000,1
GO:0098656,anion transmembrane transport,3,0,0.4,1.00000,1
GO:0098732,macromolecule deacylation,4,0,0.54,1.00000,1
GO:0098754,detoxification,5,0,0.67,1.00000,1
GO:0098771,inorganic ion homeostasis,7,0,0.94,1.00000,1
GO:0098813,nuclear chromosome segregation,12,0,1.61,1.00000,1
GO:0098869,cellular oxidant detoxification,4,0,0.54,1.00000,1
GO:0140013,meiotic nuclear division,3,0,0.4,1.00000,1
GO:0140014,mitotic nuclear division,10,0,1.34,1.00000,1
GO:0140029,exocytic process,6,0,0.81,1.00000,1
GO:0140056,organelle localization by membrane tethe...,7,0,0.94,1.00000,1
GO:0140352,export from cell,27,0,3.63,1.00000,1
GO:0140694,non-membrane-bounded organelle assembly,13,0,1.75,1.00000,1
GO:1901264,carbohydrate derivative transport,6,0,0.81,1.00000,1
GO:1901269,lipooligosaccharide metabolic process,3,0,0.4,1.00000,1
GO:1901271,lipooligosaccharide biosynthetic process,3,0,0.4,1.00000,1
GO:1901475,pyruvate transmembrane transport,3,0,0.4,1.00000,1
GO:1901661,quinone metabolic process,7,0,0.94,1.00000,1
GO:1901663,quinone biosynthetic process,7,0,0.94,1.00000,1
GO:1901701,cellular response to oxygen-containing c...,10,0,1.34,1.00000,1
GO:1901987,regulation of cell cycle phase transitio...,11,0,1.48,1.00000,1
GO:1901988,negative regulation of cell cycle phase ...,9,0,1.21,1.00000,1
GO:1901990,regulation of mitotic cell cycle phase t...,6,0,0.81,1.00000,1
GO:1901991,negative regulation of mitotic cell cycl...,4,0,0.54,1.00000,1
GO:1902099,regulation of metaphase/anaphase transit...,5,0,0.67,1.00000,1
GO:1902100,negative regulation of metaphase/anaphas...,3,0,0.4,1.00000,1
GO:1902652,secondary alcohol metabolic process,3,0,0.4,1.00000,1
GO:1902679,negative regulation of RNA biosynthetic ...,6,0,0.81,1.00000,1
GO:1902850,microtubule cytoskeleton organization in...,4,0,0.54,1.00000,1
GO:1903046,meiotic cell cycle process,3,0,0.4,1.00000,1
GO:1903047,mitotic cell cycle process,16,0,2.15,1.00000,1
GO:1903507,negative regulation of nucleic acid-temp...,6,0,0.81,1.00000,1
GO:1904029,regulation of cyclin-dependent protein k...,7,0,0.94,1.00000,1
GO:1905037,autophagosome organization,6,0,0.81,1.00000,1
GO:1905818,regulation of chromosome separation,5,0,0.67,1.00000,1
GO:1905819,negative regulation of chromosome separa...,3,0,0.4,1.00000,1
GO:1990542,mitochondrial transmembrane transport,6,0,0.81,1.00000,1
GO:1990748,cellular detoxification,5,0,0.67,1.00000,1
GO:2000112,regulation of cellular macromolecule bio...,9,0,1.21,1.00000,1
GO:2000816,negative regulation of mitotic sister ch...,3,0,0.4,1.00000,1
GO:2001251,negative regulation of chromosome organi...,3,0,0.4,1.00000,1
